101,3400,3
101,3525,3
101,3525,3
101,3525,3
101,3525,3
106.5,3550,3
106.5,3550,3
106.5,3550,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3500,3
111.5,3500,3
111.5,3500,3
111.5,3550,3
111.5,3550,3
111.5,3550,3
111.5,3550,3
111.5,3550,3
111.5,3600,3
111.5,3600,3
111.5,3600,3
119.7,3500,3
119.7,3500,3
119.7,3500,3
119.7,3500,3
119.7,3650,3
119.7,3650,3
119.7,3650,3
121.5,3550,3
121.5,3550,3
128.5,3400,3
128.5,3400,3
128.5,3400,3
128.5,3400,3
128.5,3450,3
128.5,3450,3
128.5,3450,3
128.5,3450,3
128.5,3450,3
128.5,3500,3
128.5,3500,3
128.5,3500,3
128.5,3600,3
128.5,3600,3
128.5,3600,3
129.5,3500,3
129.5,3500,3
129.5,3500,3
129.5,3600,3
129.5,3600,3
129.5,3600,3
129.5,3650,3
129.5,3650,3
132,3550,3
137,3400,3
137,3450,3
137,3450,3
137,3450,3
137,3450,3
137,3500,3
137,3500,3
137,3500,3
137,3600,3
137,3600,3
137,3650,3
137,3650,3
137,3650,3
142.3,3500,3
142.3,3500,3
142.3,3600,3
142.3,3600,3
142.3,3700,3
142.3,3700,3
142.3,3700,3
148.5,3504,3
148.5,3504,3
148.5,3550,3
148.5,3550,3
148.5,3550,3
148.5,3600,3
148.5,3600,3
148.5,3750,3
148.5,3750,3
148.5,3800,3
148.5,3800,3
154,3700,3
154,3700,3
154,3700,3
154,3700,3
154.1,3600,3
154.1,3600,3
154.1,3600,3
154.1,3600,3
154.1,3600,3
154.7,3700,3
154.7,3700,3
154.7,3700,3
154.7,3700,3
154.7,3700,3
154.7,3900,3
154.7,3900,3
154.7,3900,3
154.7,3900,3
157.5,3850,3
157.5,3850,3
157.5,3900,3
157.5,3900,3
157.5,3950,3
157.5,3950,3
157.5,4000,3
157.5,4000,3
157.5,4000,3
163.8,3950,3
163.8,3950,3
166.5,3600,3
166.5,3650,3
166.5,3650,3
166.5,3650,3
166.5,3650,3
166.5,3700,3
166.5,3700,3
166.5,3800,3
166.5,3800,3
166.5,3800,3
166.5,3900,3
166.5,3900,3
166.5,3900,3
166.5,3900,3
166.5,3900,3
175,3800,3
175,3800,3
175,3850,3
175,3850,3
175,3900,3
175,3900,3
175,3900,3
175,3900,3
175,4000,3
175,4000,3
175.4,4050,3
175.4,4050,3
184.3,3950,3
184.3,3950,3
184.3,4050,3
184.3,4050,3
184.3,4150,3
184.3,4200,3
192,3900,3
192,3900,3
192,3900,3
192,3900,3
192,3900,3
192,3900,3
192,4000,3
192,4000,3
192,4200,3
192,4200,3
192,4200,3
192,4300,3
192,4300,3
206.2,4050,3
206.2,4050,3
206.2,4100,3
206.2,4100,3
206.2,4100,3
206.2,4100,3
206.2,4100,3
206.2,4150,3
206.2,4150,3
206.2,4150,3
206.2,4150,3
206.2,4200,3
206.2,4300,3
206.2,4300,3
206.2,4300,3
206.2,4400,3
206.2,4400,3
206.2,4400,3
206.2,4400,3
207.7,4200,3
207.7,4200,3
207.7,4200,3
207.7,4300,3
207.7,4300,3
207.7,4300,3
207.7,4300,3
207.7,4350,3
213.6,4400,3
213.6,4400,3
213.6,4450,3
213.6,4450,3
213.6,4450,3
213.6,4500,3
213.6,4500,3
213.6,4500,3
213.6,4550,3
213.6,4550,3
218.4,4550,3
218.4,4550,3
218.4,4550,3
218.4,4650,3
218.4,4650,3
218.4,4650,3
225,4350,3
225,4400,3
225,4450,3
225,4450,3
225,4500,3
225,4600,3
225,4650,3
225,4650,3
225,4650,3
225,4700,3
225,4700,3
229,4400,3
229,4400,3
229,4600,3
229,4600,3
229,4700,3
229,4700,3
229,4800,3
229,4800,3
229,5200,3
